"Row ID","Order ID","Order Date","Ship Date","Ship Mode","Customer ID","Customer Name",Segment,Country,City,State,"Postal Code",Region,"Product ID",Category,Sub-Category,"Product Name",Sales,Quantity,Discount,Profit,rn
9765,CA-2011-123855,2011-06-18,2011-06-23,"Standard Class",MC-18100,"mick crebagga",Consumer,"United States","Los Angeles",California,90036,West,TEC-PH-10000215,Technology,Phones,"Plantronics Cordless Phone Headset with In-line Volume - M214C",139.8,5,0.2,12.2325,1
1495,CA-2011-123925,2011-12-17,2011-12-19,"Second Class",RF-19840,"roy französisch",Consumer,"United States",Columbus,Georgia,31907,South,OFF-AR-10002952,"Office Supplies",Art,"Stanley Contemporary Battery Pencil Sharpeners",40.05,3,0,11.214,1
3482,CA-2011-124023,2011-04-07,2011-04-10,"First Class",PJ-19015,"pauline johnson",Consumer,"United States",Mobile,Alabama,36608,South,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",8.96,2,0,2.7776,1
6002,CA-2011-124079,2011-12-13,2011-12-17,"Standard Class",RF-19345,"randy ferguson",Corporate,"United States",Phoenix,Arizona,85023,West,FUR-FU-10002553,Furniture,Furnishings,"Electrix Incandescent Magnifying Lamp, Black",87.96,3,0.2,7.6965,1
6003,CA-2011-124079,2011-12-13,2011-12-17,"Standard Class",RF-19345,"randy ferguson",Corporate,"United States",Phoenix,Arizona,85023,West,OFF-BI-10002103,"Office Supplies",Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",5.214,2,0.7,-4.1712,1
6918,CA-2011-124247,2011-12-16,2011-12-21,"Standard Class",SH-20635,"stefanie holloman",Corporate,"United States",Sacramento,California,95823,West,FUR-CH-10001854,Furniture,Chairs,"Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat",1403.92,5,0.2,70.196,1
6874,CA-2011-124394,2011-10-17,2011-10-22,"Second Class",TB-21520,"tracy blumstein",Consumer,"United States",Beaumont,Texas,77705,Central,OFF-BI-10003676,"Office Supplies",Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",10.78,5,0.8,-17.248,1
6875,CA-2011-124394,2011-10-17,2011-10-22,"Second Class",TB-21520,"tracy blumstein",Consumer,"United States",Beaumont,Texas,77705,Central,TEC-AC-10001314,Technology,Accessories,"Case Logic 2.4GHz Wireless Keyboard",119.976,3,0.2,-17.9964,1
747,CA-2011-124429,2011-05-27,2011-05-27,"Same Day",MH-17785,"maya herman",Corporate,"United States","San Diego",California,92105,West,FUR-TA-10002607,Furniture,Tables,"KI Conference Tables",567.12,10,0.2,-28.356,1
748,CA-2011-124429,2011-05-27,2011-05-27,"Same Day",MH-17785,"maya herman",Corporate,"United States","San Diego",California,92105,West,OFF-ST-10001809,"Office Supplies",Storage,"Fellowes Officeware Wire Shelving",359.32,4,0,7.1864,1
7624,CA-2011-124464,2011-07-14,2011-07-20,"Standard Class",SS-20515,"shirley schmidt","Home Office","United States",Newark,Delaware,19711,East,OFF-AP-10000576,"Office Supplies",Appliances,"Belkin 7 Outlet SurgeMaster II",39.48,1,0,11.0544,1
5072,CA-2011-124478,2011-08-08,2011-08-12,"Standard Class",MA-17560,"matt abelman","Home Office","United States",Trenton,Michigan,48183,Central,FUR-FU-10002088,Furniture,Furnishings,"Nu-Dell Float Frame 11 x 14 1/2",53.88,6,0,22.6296,1
5070,CA-2011-124478,2011-08-08,2011-08-12,"Standard Class",MA-17560,"matt abelman","Home Office","United States",Trenton,Michigan,48183,Central,OFF-AP-10002495,"Office Supplies",Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",167.535,3,0.1,37.23,1
5071,CA-2011-124478,2011-08-08,2011-08-12,"Standard Class",MA-17560,"matt abelman","Home Office","United States",Trenton,Michigan,48183,Central,OFF-EN-10002500,"Office Supplies",Envelopes,"Globe Weis Peel & Seel First Class Envelopes",38.34,3,0,17.253,1
5069,CA-2011-124478,2011-08-08,2011-08-12,"Standard Class",MA-17560,"matt abelman","Home Office","United States",Trenton,Michigan,48183,Central,TEC-CO-10001571,Technology,Copiers,"Sharp 1540cs Digital Laser Copier",549.99,1,0,274.995,1
5073,CA-2011-124478,2011-08-08,2011-08-12,"Standard Class",MA-17560,"matt abelman","Home Office","United States",Trenton,Michigan,48183,Central,TEC-PH-10001128,Technology,Phones,"Motorola Droid Maxx",299.98,2,0,83.9944,1
9050,CA-2011-124513,2011-09-21,2011-09-25,"Standard Class",SL-20155,"sara luxemburg","Home Office","United States","New York City","New York",10011,East,OFF-AR-10002956,"Office Supplies",Art,"Boston 16801 Nautilus Battery Pencil Sharpener",66.03,3,0,17.1678,1
7037,CA-2011-124618,2011-05-02,2011-05-04,"Second Class",CS-11860,"cari schnelling",Consumer,"United States",Lakeland,Florida,33801,South,TEC-CO-10004202,Technology,Copiers,"Brother DCP1000 Digital 3 in 1 Multifunction Machine",479.984,2,0.2,89.997,1
2157,CA-2011-124646,2011-06-22,2011-06-24,"First Class",DV-13465,"dianna vittorini",Consumer,"United States",Minneapolis,Minnesota,55407,Central,OFF-ST-10001097,"Office Supplies",Storage,"Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers",501.81,3,0,0,1
2158,CA-2011-124646,2011-06-22,2011-06-24,"First Class",DV-13465,"dianna vittorini",Consumer,"United States",Minneapolis,Minnesota,55407,Central,OFF-ST-10001469,"Office Supplies",Storage,"Fellowes Bankers Box Recycled Super Stor/Drawer",161.94,3,0,9.7164,1
3484,CA-2011-124688,2011-08-27,2011-08-29,"First Class",CC-12610,"corey catlett",Corporate,"United States",Springfield,Virginia,22153,South,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",29.12,4,0,12.5216,1
3485,CA-2011-124688,2011-08-27,2011-08-29,"First Class",CC-12610,"corey catlett",Corporate,"United States",Springfield,Virginia,22153,South,FUR-TA-10003569,Furniture,Tables,"Bretford CR8500 Series Meeting Room Furniture",1202.94,3,0,300.735,1
3483,CA-2011-124688,2011-08-27,2011-08-29,"First Class",CC-12610,"corey catlett",Corporate,"United States",Springfield,Virginia,22153,South,TEC-PH-10000455,Technology,Phones,"GE 30522EE2",579.95,5,0,168.1855,1
9637,CA-2011-124702,2011-11-18,2011-11-25,"Standard Class",MH-17785,"maya herman",Corporate,"United States",Seattle,Washington,98105,West,FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2" Diameter Rosebrook Wall Clock"",137.54,2,0,55.016,1
9638,CA-2011-124702,2011-11-18,2011-11-25,"Standard Class",MH-17785,"maya herman",Corporate,"United States",Seattle,Washington,98105,West,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",730.2,4,0,94.926,1
3866,CA-2011-124709,2011-07-27,2011-07-29,"Second Class",GW-14605,"giulietta weimer",Consumer,"United States","San Francisco",California,94122,West,TEC-AC-10002842,Technology,Accessories,"WD My Passport Ultra 2TB Portable External Hard Drive",238,2,0,38.08,1
8894,CA-2011-124723,2011-08-05,2011-08-12,"Standard Class",GZ-14470,"gary zandusky",Consumer,"United States","Texas City",Texas,77590,Central,FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",489.23,2,0.3,41.934,1
5818,CA-2011-124730,2011-11-26,2011-11-26,"Same Day",LS-17245,"lynn smith",Consumer,"United States",Utica,"New York",13501,East,OFF-BI-10001031,"Office Supplies",Binders,"Pressboard Data Binders by Wilson Jones",17.088,4,0.2,5.7672,1
5817,CA-2011-124730,2011-11-26,2011-11-26,"Same Day",LS-17245,"lynn smith",Consumer,"United States",Utica,"New York",13501,East,OFF-BI-10001078,"Office Supplies",Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8" X 11"""",12.912,3,0.2,4.6806,1
5819,CA-2011-124730,2011-11-26,2011-11-26,"Same Day",LS-17245,"lynn smith",Consumer,"United States",Utica,"New York",13501,East,OFF-LA-10001158,"Office Supplies",Labels,"Avery Address/Shipping Labels for Typewriters, 4" x 2"""",93.15,9,0,44.712,1
5820,CA-2011-124730,2011-11-26,2011-11-26,"Same Day",LS-17245,"lynn smith",Consumer,"United States",Utica,"New York",13501,East,OFF-LA-10001613,"Office Supplies",Labels,"Avery File Folder Labels",11.52,4,0,5.6448,1
5816,CA-2011-124730,2011-11-26,2011-11-26,"Same Day",LS-17245,"lynn smith",Consumer,"United States",Utica,"New York",13501,East,TEC-PH-10002170,Technology,Phones,"ClearSounds CSC500 Amplified Spirit Phone Corded phone",279.96,4,0,78.3888,1
7022,CA-2011-124737,2011-08-23,2011-08-27,"Standard Class",AP-10915,"arthur prichep",Consumer,"United States",Denver,Colorado,80219,West,FUR-FU-10003274,Furniture,Furnishings,"Regeneration Desk Collection",4.224,3,0.2,1.2672,1
7024,CA-2011-124737,2011-08-23,2011-08-27,"Standard Class",AP-10915,"arthur prichep",Consumer,"United States",Denver,Colorado,80219,West,OFF-PA-10000019,"Office Supplies",Paper,"Xerox 1931",31.104,6,0.2,10.8864,1
7025,CA-2011-124737,2011-08-23,2011-08-27,"Standard Class",AP-10915,"arthur prichep",Consumer,"United States",Denver,Colorado,80219,West,OFF-PA-10001125,"Office Supplies",Paper,"Xerox 1988",223.056,9,0.2,69.705,1
7020,CA-2011-124737,2011-08-23,2011-08-27,"Standard Class",AP-10915,"arthur prichep",Consumer,"United States",Denver,Colorado,80219,West,OFF-PA-10001837,"Office Supplies",Paper,"Xerox 1976",15.552,3,0.2,5.4432,1
7021,CA-2011-124737,2011-08-23,2011-08-27,"Standard Class",AP-10915,"arthur prichep",Consumer,"United States",Denver,Colorado,80219,West,OFF-SU-10004661,"Office Supplies",Supplies,"Acme Titanium Bonded Scissors",6.8,1,0.2,0.51,1
7023,CA-2011-124737,2011-08-23,2011-08-27,"Standard Class",AP-10915,"arthur prichep",Consumer,"United States",Denver,Colorado,80219,West,TEC-PH-10000149,Technology,Phones,"Cisco SPA525G2 IP Phone - Wireless",143.64,9,0.2,10.773,1
7399,CA-2011-124807,2011-07-12,2011-07-15,"Second Class",ME-17725,"max engle",Consumer,"United States",Chicago,Illinois,60610,Central,OFF-PA-10001526,"Office Supplies",Paper,"Xerox 1949",35.856,9,0.2,12.9978,1
7400,CA-2011-124807,2011-07-12,2011-07-15,"Second Class",ME-17725,"max engle",Consumer,"United States",Chicago,Illinois,60610,Central,TEC-AC-10002857,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",23.84,4,0.2,3.278,1
5797,CA-2011-124856,2011-09-29,2011-10-03,"Second Class",LD-17005,"lisa decherney",Consumer,"United States","New York City","New York",10011,East,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14" Putty-Colored Wall Clock"",117.36,4,0,36.3816,1
5798,CA-2011-124856,2011-09-29,2011-10-03,"Second Class",LD-17005,"lisa decherney",Consumer,"United States","New York City","New York",10011,East,OFF-LA-10000121,"Office Supplies",Labels,"Avery 48",18.9,3,0,8.694,1
5799,CA-2011-124856,2011-09-29,2011-10-03,"Second Class",LD-17005,"lisa decherney",Consumer,"United States","New York City","New York",10011,East,OFF-PA-10001289,"Office Supplies",Paper,"White Computer Printout Paper by Universal",77.52,2,0,37.9848,1
5796,CA-2011-124856,2011-09-29,2011-10-03,"Second Class",LD-17005,"lisa decherney",Consumer,"United States","New York City","New York",10011,East,OFF-ST-10002615,"Office Supplies",Storage,"Dual Level, Single-Width Filing Carts",1395.54,9,0,362.8404,1
1731,CA-2011-125136,2011-09-28,2011-10-03,"Standard Class",KD-16495,"keith dawkins",Corporate,"United States",Fayetteville,"North Carolina",28314,South,OFF-PA-10001457,"Office Supplies",Paper,"White GlueTop Scratch Pads",96.256,8,0.2,31.2832,1
1732,CA-2011-125136,2011-09-28,2011-10-03,"Standard Class",KD-16495,"keith dawkins",Corporate,"United States",Fayetteville,"North Carolina",28314,South,OFF-PA-10001804,"Office Supplies",Paper,"Xerox 195",10.688,2,0.2,3.7408,1
7825,CA-2011-125150,2011-05-16,2011-05-23,"Standard Class",PW-19030,"pauline webber",Corporate,"United States","Los Angeles",California,90036,West,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",232.88,5,0.2,17.466,1
4986,CA-2011-125171,2011-09-03,2011-09-03,"Same Day",AG-10390,"allen goldenen",Consumer,"United States","New York City","New York",10009,East,OFF-LA-10001175,"Office Supplies",Labels,"Avery 514",14.4,5,0,7.056,1
2791,CA-2011-125514,2011-09-21,2011-09-22,"First Class",BM-11650,"brian moss",Corporate,"United States",Omaha,Nebraska,68104,Central,OFF-AP-10000358,"Office Supplies",Appliances,"Fellowes Basic Home/Office Series Surge Protectors",25.96,2,0,7.5284,1
2792,CA-2011-125514,2011-09-21,2011-09-22,"First Class",BM-11650,"brian moss",Corporate,"United States",Omaha,Nebraska,68104,Central,OFF-AP-10003281,"Office Supplies",Appliances,"Acco 6 Outlet Guardian Standard Surge Suppressor",36.27,3,0,10.881,1
2793,CA-2011-125514,2011-09-21,2011-09-22,"First Class",BM-11650,"brian moss",Corporate,"United States",Omaha,Nebraska,68104,Central,OFF-PA-10000029,"Office Supplies",Paper,"Xerox 224",6.48,1,0,3.1104,1
5378,CA-2011-125542,2011-12-05,2011-12-07,"First Class",NB-18655,"nona balk",Corporate,"United States",Philadelphia,Pennsylvania,19134,East,OFF-EN-10000056,"Office Supplies",Envelopes,"Cameo Buff Policy Envelopes",348.488,7,0.2,117.6147,1
5379,CA-2011-125542,2011-12-05,2011-12-07,"First Class",NB-18655,"nona balk",Corporate,"United States",Philadelphia,Pennsylvania,19134,East,OFF-ST-10001469,"Office Supplies",Storage,"Fellowes Bankers Box Recycled Super Stor/Drawer",172.736,4,0.2,-30.2288,1
2211,CA-2011-125556,2011-11-14,2011-11-16,"Second Class",ML-17410,"maris laware",Consumer,"United States",Fairfield,Connecticut,6824,East,OFF-BI-10003460,"Office Supplies",Binders,"Acco 3-Hole Punch",43.8,10,0,21.024,1
2210,CA-2011-125556,2011-11-14,2011-11-16,"Second Class",ML-17410,"maris laware",Consumer,"United States",Fairfield,Connecticut,6824,East,TEC-PH-10001079,Technology,Phones,"Polycom SoundPoint Pro SE-225 Corded phone",832.93,7,0,233.2204,1
856,CA-2011-125612,2011-08-03,2011-08-08,"Standard Class",BK-11260,"berenike kampe",Consumer,"United States","New York City","New York",10035,East,OFF-PA-10001019,"Office Supplies",Paper,"Xerox 1884",39.96,2,0,18.7812,1
858,CA-2011-125612,2011-08-03,2011-08-08,"Standard Class",BK-11260,"berenike kampe",Consumer,"United States","New York City","New York",10035,East,OFF-ST-10003221,"Office Supplies",Storage,Staples,21.36,2,0,5.7672,1
857,CA-2011-125612,2011-08-03,2011-08-08,"Standard Class",BK-11260,"berenike kampe",Consumer,"United States","New York City","New York",10035,East,OFF-SU-10002537,"Office Supplies",Supplies,"Acme Box Cutter Scissors",102.3,10,0,26.598,1
6806,CA-2011-125682,2011-11-22,2011-11-25,"First Class",RB-19645,"robert barroso",Corporate,"United States",Atlanta,Georgia,30318,South,OFF-PA-10001752,"Office Supplies",Paper,"Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright)",9.96,2,0,4.8804,1
7526,CA-2011-125731,2011-09-10,2011-09-16,"Standard Class",CL-12565,"clay ludtke",Consumer,"United States",Gresham,Oregon,97030,West,FUR-CH-10003973,Furniture,Chairs,"GuestStacker Chair with Chrome Finish Legs",1487.04,5,0.2,148.704,1
7525,CA-2011-125731,2011-09-10,2011-09-16,"Standard Class",CL-12565,"clay ludtke",Consumer,"United States",Gresham,Oregon,97030,West,OFF-EN-10003072,"Office Supplies",Envelopes,"Peel & Seel Envelopes",21.728,7,0.2,7.6048,1
9267,CA-2011-125759,2011-02-09,2011-02-10,"First Class",NM-18445,"nathan mautz","Home Office","United States","North Las Vegas",Nevada,89031,West,FUR-FU-10002111,Furniture,Furnishings,"Master Caster Door Stop, Large Brown",14.56,2,0,5.5328,1
4310,CA-2011-125829,2011-11-04,2011-11-11,"Standard Class",WB-21850,"william brown",Consumer,"United States","Los Angeles",California,90045,West,FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",573.728,4,0.2,-64.5444,1
4311,CA-2011-125829,2011-11-04,2011-11-11,"Standard Class",WB-21850,"william brown",Consumer,"United States","Los Angeles",California,90045,West,OFF-BI-10001036,"Office Supplies",Binders,"Cardinal EasyOpen D-Ring Binders",21.936,3,0.2,8.226,1
4312,CA-2011-125829,2011-11-04,2011-11-11,"Standard Class",WB-21850,"william brown",Consumer,"United States","Los Angeles",California,90045,West,OFF-PA-10000223,"Office Supplies",Paper,"Xerox 2000",19.44,3,0,9.3312,1
4313,CA-2011-125829,2011-11-04,2011-11-11,"Standard Class",WB-21850,"william brown",Consumer,"United States","Los Angeles",California,90045,West,TEC-MA-10003246,Technology,Machines,"Hewlett-Packard Deskjet D4360 Printer",447.968,4,0.2,139.99,1
4309,CA-2011-125829,2011-11-04,2011-11-11,"Standard Class",WB-21850,"william brown",Consumer,"United States","Los Angeles",California,90045,West,TEC-PH-10001079,Technology,Phones,"Polycom SoundPoint Pro SE-225 Corded phone",666.344,7,0.2,66.6344,1
9396,CA-2011-125997,2011-09-20,2011-09-23,"First Class",MW-18220,"mitch webber",Consumer,"United States","New York City","New York",10011,East,FUR-BO-10002213,Furniture,Bookcases,"DMI Eclipse Executive Suite Bookcases",801.568,2,0.2,-10.0196,1
9395,CA-2011-125997,2011-09-20,2011-09-23,"First Class",MW-18220,"mitch webber",Consumer,"United States","New York City","New York",10011,East,FUR-CH-10001394,Furniture,Chairs,"Global Leather Executive Chair",631.782,2,0.1,140.396,1
9398,CA-2011-125997,2011-09-20,2011-09-23,"First Class",MW-18220,"mitch webber",Consumer,"United States","New York City","New York",10011,East,OFF-AP-10003842,"Office Supplies",Appliances,"Euro-Pro Shark Turbo Vacuum",30.98,1,0,8.0548,1
9397,CA-2011-125997,2011-09-20,2011-09-23,"First Class",MW-18220,"mitch webber",Consumer,"United States","New York City","New York",10011,East,OFF-LA-10002762,"Office Supplies",Labels,"Avery 485",75.18,6,0,35.3346,1
9399,CA-2011-125997,2011-09-20,2011-09-23,"First Class",MW-18220,"mitch webber",Consumer,"United States","New York City","New York",10011,East,TEC-PH-10003072,Technology,Phones,"Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System",1349.91,9,0,661.4559,1
9394,CA-2011-125997,2011-09-20,2011-09-23,"First Class",MW-18220,"mitch webber",Consumer,"United States","New York City","New York",10011,East,TEC-PH-10003484,Technology,Phones,"Ooma Telo VoIP Home Phone System",629.95,5,0,157.4875,1
2127,CA-2011-126032,2011-06-23,2011-06-28,"Standard Class",BS-11665,"brian stugart",Consumer,"United States",Philadelphia,Pennsylvania,19143,East,TEC-AC-10000158,Technology,Accessories,"Sony 64GB Class 10 Micro SDHC R40 Memory Card",86.376,3,0.2,1.0797,1
9480,CA-2011-126193,2011-09-07,2011-09-14,"Standard Class",SS-20410,"shahid shariari",Consumer,"United States",Oswego,Illinois,60543,Central,OFF-BI-10001249,"Office Supplies",Binders,"Avery Heavy-Duty EZD View Binder with Locking Rings",3.828,3,0.8,-6.5076,1
9481,CA-2011-126193,2011-09-07,2011-09-14,"Standard Class",SS-20410,"shahid shariari",Consumer,"United States",Oswego,Illinois,60543,Central,OFF-BI-10004632,"Office Supplies",Binders,"Ibico Hi-Tech Manual Binding System",304.99,5,0.8,-533.7325,1
9479,CA-2011-126193,2011-09-07,2011-09-14,"Standard Class",SS-20410,"shahid shariari",Consumer,"United States",Oswego,Illinois,60543,Central,OFF-FA-10000936,"Office Supplies",Fasteners,"Acco Hot Clips Clips to Go",13.16,5,0.2,4.1125,1
8460,CA-2011-126200,2011-08-25,2011-08-29,"Standard Class",JE-15715,"joe elijah",Consumer,"United States",Houston,Texas,77070,Central,OFF-BI-10002225,"Office Supplies",Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11" x 14-7/8"""",12.384,3,0.8,-19.8144,1
6910,CA-2011-126277,2011-09-13,2011-09-18,"Second Class",LH-16900,"lena hernandez",Consumer,"United States",Columbus,Ohio,43229,East,OFF-BI-10004022,"Office Supplies",Binders,"Acco Suede Grain Vinyl Round Ring Binder",2.502,3,0.7,-2.0016,1
7005,CA-2011-126333,2011-12-23,2011-12-28,"Standard Class",ME-18010,"michelle ellison",Corporate,"United States","Port Arthur",Texas,77642,Central,OFF-PA-10000223,"Office Supplies",Paper,"Xerox 2000",5.184,1,0.2,1.8144,1
1376,CA-2011-126361,2011-08-04,2011-08-09,"Second Class",VD-21670,"valerie dominguez",Consumer,"United States","Pleasant Grove",Utah,84062,West,OFF-AP-10003590,"Office Supplies",Appliances,"Hoover WindTunnel Plus Canister Vacuum",1089.75,3,0,305.13,1
1378,CA-2011-126361,2011-08-04,2011-08-09,"Second Class",VD-21670,"valerie dominguez",Consumer,"United States","Pleasant Grove",Utah,84062,West,OFF-AR-10000896,"Office Supplies",Art,"Newell 329",16.4,5,0,4.264,1
1381,CA-2011-126361,2011-08-04,2011-08-09,"Second Class",VD-21670,"valerie dominguez",Consumer,"United States","Pleasant Grove",Utah,84062,West,OFF-BI-10002852,"Office Supplies",Binders,"Ibico Standard Transparent Covers",13.184,1,0.2,4.7792,1
1377,CA-2011-126361,2011-08-04,2011-08-09,"Second Class",VD-21670,"valerie dominguez",Consumer,"United States","Pleasant Grove",Utah,84062,West,OFF-PA-10000806,"Office Supplies",Paper,"Xerox 1934",447.84,8,0,219.4416,1
1379,CA-2011-126361,2011-08-04,2011-08-09,"Second Class",VD-21670,"valerie dominguez",Consumer,"United States","Pleasant Grove",Utah,84062,West,TEC-PH-10002310,Technology,Phones,"Panasonic KX T7731-B Digital phone",399.96,5,0.2,34.9965,1
2672,CA-2011-126403,2011-09-09,2011-09-12,"Second Class",RR-19525,"rick reed",Corporate,"United States",Lowell,Massachusetts,1852,East,FUR-CH-10003761,Furniture,Chairs,"Global Italian Leather Office Chair",785.88,6,0,212.1876,1
2671,CA-2011-126403,2011-09-09,2011-09-12,"Second Class",RR-19525,"rick reed",Corporate,"United States",Lowell,Massachusetts,1852,East,OFF-PA-10001144,"Office Supplies",Paper,"Xerox 1913",166.44,3,0,79.8912,1
2673,CA-2011-126403,2011-09-09,2011-09-12,"Second Class",RR-19525,"rick reed",Corporate,"United States",Lowell,Massachusetts,1852,East,OFF-PA-10004665,"Office Supplies",Paper,"Advantus Motivational Note Cards",26.2,2,0,12.838,1
2674,CA-2011-126403,2011-09-09,2011-09-12,"Second Class",RR-19525,"rick reed",Corporate,"United States",Lowell,Massachusetts,1852,East,OFF-ST-10000078,"Office Supplies",Storage,"Tennsco 6- and 18-Compartment Lockers",1325.85,5,0,238.653,1
8956,CA-2011-126480,2011-09-20,2011-09-24,"Standard Class",HG-14965,"henry goldwyn",Corporate,"United States","San Diego",California,92024,West,OFF-PA-10004610,"Office Supplies",Paper,"Xerox 1900",8.56,2,0,3.852,1
1162,CA-2011-126522,2011-09-01,2011-09-05,"Second Class",LT-16765,"larry tron",Consumer,"United States",Escondido,California,92025,West,OFF-AR-10004042,"Office Supplies",Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",53.94,3,0,15.6426,1
5626,CA-2011-126683,2011-09-29,2011-10-01,"Second Class",PP-18955,"paul prost","Home Office","United States",Seattle,Washington,98115,West,FUR-FU-10001706,Furniture,Furnishings,"Longer-Life Soft White Bulbs",6.16,2,0,2.9568,1
5627,CA-2011-126683,2011-09-29,2011-10-01,"Second Class",PP-18955,"paul prost","Home Office","United States",Seattle,Washington,98115,West,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",2348.82,9,0,399.2994,1
3839,CA-2011-126760,2011-07-26,2011-08-02,"Standard Class",KM-16720,"kunst miller",Consumer,"United States","North Las Vegas",Nevada,89031,West,FUR-CH-10003312,Furniture,Chairs,"Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs",674.352,3,0.2,-109.5822,1
3840,CA-2011-126760,2011-07-26,2011-08-02,"Standard Class",KM-16720,"kunst miller",Consumer,"United States","North Las Vegas",Nevada,89031,West,FUR-FU-10004018,Furniture,Furnishings,"Tensor Computer Mounted Lamp",134.01,9,0,36.1827,1
3841,CA-2011-126760,2011-07-26,2011-08-02,"Standard Class",KM-16720,"kunst miller",Consumer,"United States","North Las Vegas",Nevada,89031,West,TEC-AC-10004814,Technology,Accessories,"Logitech Illuminated Ultrathin Keyboard with Backlighting",170.97,3,0,70.0977,1
3838,CA-2011-126760,2011-07-26,2011-08-02,"Standard Class",KM-16720,"kunst miller",Consumer,"United States","North Las Vegas",Nevada,89031,West,TEC-PH-10001363,Technology,Phones,"Apple iPhone 5S",911.984,2,0.2,113.998,1
5678,CA-2011-126802,2011-12-29,2012-01-05,"Standard Class",ZC-21910,"zuschuss carroll",Consumer,"United States",Chicago,Illinois,60610,Central,FUR-FU-10000193,Furniture,Furnishings,"Tenex Chairmats For Use with Hard Floors",38.976,3,0.6,-50.6688,1
4159,CA-2011-126907,2011-11-01,2011-11-08,"Standard Class",SM-20950,"suzanne mcnair",Corporate,"United States",Chicago,Illinois,60610,Central,OFF-PA-10000533,"Office Supplies",Paper,"Southworth Parchment Paper & Envelopes",15.696,3,0.2,5.1012,1
6938,CA-2011-126963,2011-06-15,2011-06-15,"Same Day",PS-18760,"pamela stobb",Consumer,"United States","El Paso",Texas,79907,Central,OFF-PA-10001952,"Office Supplies",Paper,"Xerox 1902",36.544,2,0.2,11.8768,1
1239,CA-2011-127012,2011-08-11,2011-08-15,"Standard Class",GM-14680,"greg matthias",Consumer,"United States",Seattle,Washington,98105,West,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",12.35,1,0,5.434,1
1240,CA-2011-127012,2011-08-11,2011-08-15,"Standard Class",GM-14680,"greg matthias",Consumer,"United States",Seattle,Washington,98105,West,OFF-AR-10003903,"Office Supplies",Art,"Sanford 52201 APSCO Electric Pencil Sharpener",40.97,1,0,10.6522,1
1241,CA-2011-127012,2011-08-11,2011-08-15,"Standard Class",GM-14680,"greg matthias",Consumer,"United States",Seattle,Washington,98105,West,OFF-FA-10004854,"Office Supplies",Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",22.96,2,0,10.7912,1
1185,CA-2011-127131,2011-11-24,2011-11-30,"Standard Class",HR-14830,"harold ryan",Corporate,"United States",Seattle,Washington,98103,West,OFF-BI-10004656,"Office Supplies",Binders,"Peel & Stick Add-On Corner Pockets",12.096,7,0.2,4.2336,1
1187,CA-2011-127131,2011-11-24,2011-11-30,"Standard Class",HR-14830,"harold ryan",Corporate,"United States",Seattle,Washington,98103,West,OFF-PA-10001800,"Office Supplies",Paper,"Xerox 220",25.92,4,0,12.4416,1
1188,CA-2011-127131,2011-11-24,2011-11-30,"Standard Class",HR-14830,"harold ryan",Corporate,"United States",Seattle,Washington,98103,West,OFF-ST-10000036,"Office Supplies",Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",197.58,2,0,53.3466,1
1186,CA-2011-127131,2011-11-24,2011-11-30,"Standard Class",HR-14830,"harold ryan",Corporate,"United States",Seattle,Washington,98103,West,OFF-ST-10002344,"Office Supplies",Storage,"Carina 42"Hx23 3/4""W Media Storage Unit"",485.88,6,0,9.7176,1
